# 14-generator South East Australian benchmark, Case 3
# Generated by build_sea_system.py from Gibbard & Vowles (2014).

# Bus initialization (Tables 8/9/12/14)
BusInit, bus = "102", p = 475, q = 50, type = "PQ"
BusInit, bus = "217", p = 1320, q = 140, type = "PQ"
BusInit, bus = "309", p = 230, q = 25, type = "PQ"
BusInit, bus = "205", p = 410, v = 1.02, type = "PV"
BusInit, bus = "206", p = 140, q = 15, type = "PQ"
BusInit, bus = "416", p = 0, q = 63.8711786, type = "PQ"
BusInit, bus = "207", p = 1975, q = 200, type = "PQ"
BusInit, bus = "212", p = 1740, q = 30.00468837, type = "PQ"
BusInit, bus = "215", p = 505, q = 50, type = "PQ"
BusInit, bus = "208", p = 220, q = 25, type = "PQ"
BusInit, bus = "209", p = 0, q = 0, type = "PQ"
BusInit, bus = "211", p = 1785, q = 79.34642231, type = "PQ"
BusInit, bus = "210", p = 0, q = 0, type = "PQ"
BusInit, bus = "213", p = 0, q = 0, type = "PQ"
BusInit, bus = "214", p = 0, q = 0, type = "PQ"
BusInit, bus = "216", p = 1930, q = 48.19711183, type = "PQ"
BusInit, bus = "303", p = 0, q = 0, type = "PQ"
BusInit, bus = "304", p = 0, q = 0, type = "PQ"
BusInit, bus = "305", p = 0, q = 0, type = "PQ"
BusInit, bus = "306", p = 1450, q = 150, type = "PQ"
BusInit, bus = "307", p = 770, q = 80, type = "PQ"
BusInit, bus = "308", p = 770, q = 80, type = "PQ"
BusInit, bus = "310", p = 0, q = 0, type = "PQ"
BusInit, bus = "311", p = 0, q = 0, type = "PQ"
BusInit, bus = "312", p = 140, q = 15, type = "PQ"
BusInit, bus = "313", p = 2840, v = 1.015, type = "PV"
BusInit, bus = "314", p = 300, q = 30, type = "PQ"
BusInit, bus = "315", p = 0, q = 0, type = "PQ"
BusInit, bus = "509", p = 100, v = 1.05, type = "PV"
BusInit, bus = "405", p = 1215, q = 120, type = "PQ"
BusInit, bus = "406", p = 905, q = 90, type = "PQ"
BusInit, bus = "408", p = 185, q = 20, type = "PQ"
BusInit, bus = "409", p = 310, q = -31.9742915, type = "PQ"
BusInit, bus = "407", p = 0, q = 0, type = "PQ"
BusInit, bus = "410", p = 650, q = 65, type = "PQ"
BusInit, bus = "411", p = 700, q = 40.02665484, type = "PQ"
BusInit, bus = "412", p = 1535, v = 1, type = "PV"
BusInit, bus = "413", p = 0, q = 0, type = "PQ"
BusInit, bus = "414", p = 0, q = 32.07104625, type = "PQ"
BusInit, bus = "415", p = 0, q = 64.21307055, type = "PQ"
BusInit, bus = "504", p = 300, q = 160.5648403, type = "PQ"
BusInit, bus = "507", p = 1100, v = 1.043, type = "PV"
BusInit, bus = "508", p = 800, q = 160, type = "PQ"
BusInit, bus = "505", p = 0, q = 0, type = "PQ"
BusInit, bus = "506", p = 0, q = 0, type = "PQ"
BusInit, bus = "101", p = -2979.6, v = 1.0, type = "PV"
BusInit, bus = "201", p = -3300, v = 1.0, type = "PV"
BusInit, bus = "202", p = -2350, v = 1.0, type = "PV"
BusInit, bus = "203", p = -450, v = 1.0, type = "PV"
BusInit, bus = "204", p = -3216, v = 1.0, type = "PV"
BusInit, bus = "301", p = 0, v = 1.0, type = "slack"
BusInit, bus = "302", p = -1272, v = 1.0, type = "PV"
BusInit, bus = "401", p = -1400, v = 1.0, type = "PV"
BusInit, bus = "402", p = -870, v = 1.0, type = "PV"
BusInit, bus = "403", p = -1400, v = 1.0, type = "PV"
BusInit, bus = "404", p = -1464, v = 1.0, type = "PV"
BusInit, bus = "501", p = -600, v = 1.0, type = "PV"
BusInit, bus = "502", p = -720, v = 1.0, type = "PV"
BusInit, bus = "503", p = -750, v = 1.0, type = "PV"

# Transmission lines (Table 10, parallel circuits aggregated)
Line, bus_i = "102", bus_j = "217", r = 0.0042, x = 0.03335, g = 0, b = 1.634, trafo = 1
Line, bus_i = "406", bus_j = "407", r = 0.0003, x = 0.0038, g = 0, b = 0.124, trafo = 1
Line, bus_i = "407", bus_j = "408", r = 0.0042, x = 0.0513, g = 0, b = 0.412, trafo = 1
Line, bus_i = "408", bus_j = "410", r = 0.0055, x = 0.064, g = 0, b = 2.019, trafo = 1
Line, bus_i = "409", bus_j = "411", r = 0.00515, x = 0.03545, g = 0, b = 0.92, trafo = 1
Line, bus_i = "410", bus_j = "411", r = 0.0043, x = 0.0532, g = 0, b = 0.427, trafo = 1
Line, bus_i = "410", bus_j = "412", r = 0.001075, x = 0.0133, g = 0, b = 1.708, trafo = 1
Line, bus_i = "410", bus_j = "413", r = 0.002, x = 0.0247, g = 0, b = 0.8, trafo = 1
Line, bus_i = "411", bus_j = "412", r = 0.0006, x = 0.0076, g = 0, b = 0.244, trafo = 1
Line, bus_i = "414", bus_j = "415", r = 0.001, x = 0.0125, g = 0, b = 0.78, trafo = 1
Line, bus_i = "415", bus_j = "416", r = 0.00185, x = 0.023, g = 0, b = 1.46, trafo = 1
Line, bus_i = "504", bus_j = "507", r = 0.0115, x = 0.075, g = 0, b = 1.12, trafo = 1
Line, bus_i = "504", bus_j = "508", r = 0.013, x = 0.0095, g = 0, b = 1.74, trafo = 1
Line, bus_i = "505", bus_j = "507", r = 0.0008, x = 0.0085, g = 0, b = 0.06, trafo = 1
Line, bus_i = "505", bus_j = "508", r = 0.0025, x = 0.028, g = 0, b = 0.17, trafo = 1
Line, bus_i = "506", bus_j = "507", r = 0.0008, x = 0.0085, g = 0, b = 0.06, trafo = 1
Line, bus_i = "506", bus_j = "508", r = 0.003, x = 0.028, g = 0, b = 0.14, trafo = 1
Line, bus_i = "507", bus_j = "508", r = 0.002, x = 0.019, g = 0, b = 0.09, trafo = 1
Line, bus_i = "507", bus_j = "509", r = 0.015, x = 0.11, g = 0, b = 1.8, trafo = 1

# Transformers (Tables 11/13); 'ng' = online units of the generator
Line, bus_i = "101", bus_j = "102", r = 0, x = 0.003, g = 0, b = 0, trafo = 0.948
Line, bus_i = "201", bus_j = "206", r = 0, x = 0.004, g = 0, b = 0, trafo = 0.939
Line, bus_i = "202", bus_j = "209", r = 0, x = 0.00576, g = 0, b = 0, trafo = 0.939
Line, bus_i = "203", bus_j = "208", r = 0, x = 0.0153, g = 0, b = 0, trafo = 0.939
Line, bus_i = "204", bus_j = "215", r = 0, x = 0.004, g = 0, b = 0, trafo = 0.939
Line, bus_i = "209", bus_j = "210", r = 0, x = 0.0068, g = 0, b = 0, trafo = 0.976
Line, bus_i = "213", bus_j = "214", r = 0, x = 0.0068, g = 0, b = 0, trafo = 1
Line, bus_i = "301", bus_j = "303", r = 0, x = 0.003, g = 0, b = 0, trafo = 0.93
Line, bus_i = "302", bus_j = "312", r = 0, x = 0.00845, g = 0, b = 0, trafo = 0.952
Line, bus_i = "304", bus_j = "313", r = 0, x = 0.016, g = 0, b = 0, trafo = 0.948
Line, bus_i = "305", bus_j = "311", r = 0, x = 0.012, g = 0, b = 0, trafo = 1
Line, bus_i = "305", bus_j = "314", r = 0, x = 0.01215, g = 0, b = 0, trafo = 1
Line, bus_i = "308", bus_j = "315", r = 0, x = 0.0135, g = 0, b = 0, trafo = 1
Line, bus_i = "401", bus_j = "410", r = 0, x = 0.00845, g = 0, b = 0, trafo = 0.939
Line, bus_i = "402", bus_j = "408", r = 0, x = 0.017, g = 0, b = 0, trafo = 0.952
Line, bus_i = "403", bus_j = "407", r = 0, x = 0.00845, g = 0, b = 0, trafo = 0.952
Line, bus_i = "404", bus_j = "405", r = 0, x = 0.0085, g = 0, b = 0, trafo = 0.952
Line, bus_i = "413", bus_j = "414", r = 0, x = 0.002666666667, g = 0, b = 0, trafo = 1
Line, bus_i = "501", bus_j = "504", r = 0, x = 0.0255, g = 0, b = 0, trafo = 0.952
Line, bus_i = "502", bus_j = "505", r = 0, x = 0.016, g = 0, b = 0, trafo = 0.93
Line, bus_i = "503", bus_j = "506", r = 0, x = 0.01666666667, g = 0, b = 0, trafo = 0.93

# Static var compensators (Table 9 / Fig. 22); must precede the loads
SVC, idx = "ASVC_2", bus = "205", Sn = 100, fn = 50, KA = 500, Kd = 0.01, Td = 0.005, B_min = -2.2, B_max = 4.3, q = -5.2
SVC, idx = "RSVC_3", bus = "313", Sn = 100, fn = 50, KA = 500, Kd = 0.01, Td = 0.005, B_min = -2, B_max = 6, q = 158.8
SVC, idx = "BSVC_4", bus = "412", Sn = 100, fn = 50, KA = 500, Kd = 0.01, Td = 0.005, B_min = -3.3, B_max = 11, q = 83.8
SVC, idx = "PSVC_5", bus = "507", Sn = 100, fn = 50, KA = 250, Kd = 0.01, Td = 0.005, B_min = -1.8, B_max = 3.2, q = 18
SVC, idx = "SSVC_5", bus = "509", Sn = 100, fn = 50, KA = 250, Kd = 0.01, Td = 0.005, B_min = -1.5, B_max = 4, q = -63.4

# Constant-impedance loads incl. merged switched shunts (Tables 12/14)
StaticZIP, bus = "102", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "205", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "206", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "207", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "208", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "211", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "212", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "215", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "216", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "217", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "306", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "307", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "308", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "309", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "312", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "313", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "314", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "405", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "406", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "407", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "408", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "409", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "410", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "411", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "412", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "504", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "507", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "508", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "509", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "414", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "415", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0
StaticZIP, bus = "416", Sn = 100, fn = 50, z_share = 1.0, i_share = 0.0, p_share = 0.0

# Synchronous machines (Tables 15/16/26/27, Appendix I.5)
GENSAL, idx = "HPS_1", bus = "101", avr = "AVRST1A", governor = "GOVCONST", pss = "PSSSEA",
	Sn = 100, fn = 50, H = 143.9856, D = 0, f = 0, R_s = 0, x_a = 0.003500350035, x_d = 0.02750275028, x_q = 0.01625162516, x_dprim = 0.006250625063, x_qprim = 0.01625162516, x_dsec = 0.006250625063, x_qsec = 0.006250625063, T_d0prim = 8.5, T_q0prim = 1, T_d0sec = 0.05, T_q0sec = 0.2, KA = 200, TA = 0.1, Tr = 0.001, TB = 13.25, TC = 2.5, TB1 = 0.001, TC1 = 0.001,
	K_stab = 15.38, Tw = 7.5, sgn = 1, Tz1 = 0.01, Tp1 = 0.01, Tz2 = 0.01, Tp2 = 0.01, Tz3 = 0.01, Tp3 = 0.01, Tz4 = 0.01, Tp4 = 0.01, a_q = 0.3725, b_q = 0.03845, Tp5 = 0.00667, Tp6 = 0.00667
GENROU, idx = "BPS_2", bus = "201", avr = "AVRST1A", governor = "GOVCONST", pss = "PSSSEA",
	Sn = 100, fn = 50, H = 128.0064, D = 0, f = 0, R_s = 0, x_a = 0.004999750012, x_d = 0.04499775011, x_q = 0.04374781261, x_dprim = 0.007499625019, x_qprim = 0.01749912504, x_dsec = 0.005249737513, x_qsec = 0.005249737513, T_d0prim = 8.5, T_q0prim = 0.3, T_d0sec = 0.04, T_q0sec = 0.08, KA = 400, TA = 0.02, Tr = 0.001, TB = 1.12, TC = 0.5, TB1 = 0.001, TC1 = 0.001,
	K_stab = 5.56, Tw = 7.5, sgn = 1, Tz1 = 0.01, Tp1 = 0.01, Tz2 = 0.01, Tp2 = 0.01, Tz3 = 0.01, Tp3 = 0.01, Tz4 = 0.01, Tp4 = 0.01, a_q = 0.128, b_q = 0.0064, Tp5 = 0.00667, Tp6 = 0.00667
GENROU, idx = "EPS_2", bus = "202", avr = "AVRAC1A", governor = "GOVCONST", pss = "PSSSEA",
	Sn = 100, fn = 50, H = 77.784, D = 0, f = 0, R_s = 0, x_a = 0.006119510439, x_d = 0.07919366451, x_q = 0.07559395248, x_dprim = 0.01079913607, x_qprim = 0.01799856012, x_dsec = 0.007199424046, x_qsec = 0.007559395248, T_d0prim = 4.5, T_q0prim = 1.5, T_d0sec = 0.04, T_q0sec = 0.06, KA = 400, TA = 0.02, KE = 1, TE = 1, KF = 0.029, TF = 1,
	K_stab = 4.66, Tw = 7.5, sgn = 1, Tz1 = 0.286, Tp1 = 0.00667, Tz2 = 0.111, Tp2 = 0.00667, Tz3 = 0.04, Tp3 = 0.00667, Tz4 = 0.01, Tp4 = 0.01, a_q = 0.02, b_q = 0.0001, Tp5 = 0.01, Tp6 = 0.01
GENROU, idx = "VPS_2", bus = "203", avr = "AVRST1A", governor = "GOVCONST", pss = "PSSSEA",
	Sn = 100, fn = 50, H = 28.8912, D = 0, f = 0, R_s = 0, x_a = 0.01799856012, x_d = 0.2069834413, x_q = 0.152987761, x_dprim = 0.02699784017, x_qprim = 0.03599712023, x_dsec = 0.02249820014, x_qsec = 0.02249820014, T_d0prim = 5, T_q0prim = 2, T_d0sec = 0.03, T_q0sec = 0.25, KA = 300, TA = 0.01, Tr = 0.001, TB = 0.7, TC = 0.35, TB1 = 0.001, TC1 = 0.001,
	K_stab = 5.72, Tw = 7.5, sgn = 1, Tz1 = 0.0708, Tp1 = 0.00667, Tz2 = 0.0292, Tp2 = 0.00667, Tz3 = 0.01, Tp3 = 0.01, Tz4 = 0.01, Tp4 = 0.01, a_q = 0.02, b_q = 0.0001, Tp5 = 0.01, Tp6 = 0.01
GENROU, idx = "MPS_2", bus = "204", avr = "AVRST1A", governor = "GOVCONST", pss = "PSSSEA",
	Sn = 100, fn = 50, H = 128.0064, D = 0, f = 0, R_s = 0, x_a = 0.004999750012, x_d = 0.04499775011, x_q = 0.04374781261, x_dprim = 0.007499625019, x_qprim = 0.01749912504, x_dsec = 0.005249737513, x_qsec = 0.005249737513, T_d0prim = 8.5, T_q0prim = 0.3, T_d0sec = 0.04, T_q0sec = 0.08, KA = 400, TA = 0.02, Tr = 0.001, TB = 1.12, TC = 0.5, TB1 = 0.001, TC1 = 0.001,
	K_stab = 6.66, Tw = 7.5, sgn = 1, Tz1 = 0.01, Tp1 = 0.00667, Tz2 = 0.01, Tp2 = 0.01, Tz3 = 0.01, Tp3 = 0.01, Tz4 = 0.01, Tp4 = 0.01, a_q = 0.1, b_q = 0.0051, Tp5 = 0.00667, Tp6 = 0.00667
GENROU, idx = "LPS_3", bus = "301", avr = "AVRST1A", governor = "GOVCONST", pss = "PSSSEA",
	Sn = 100, fn = 50, H = 149.3408, D = 0, f = 0, R_s = 0, x_a = 0.003749812509, x_d = 0.05062246888, x_q = 0.02812359382, x_dprim = 0.005624718764, x_qprim = 0.01593670316, x_dsec = 0.004687265637, x_qsec = 0.004687265637, T_d0prim = 7.5, T_q0prim = 0.85, T_d0sec = 0.04, T_q0sec = 0.12, KA = 400, TA = 0.05, Tr = 0.001, TB = 6.42, TC = 1.14, TB1 = 0.001, TC1 = 0.001,
	K_stab = 12.5, Tw = 7.5, sgn = 1, Tz1 = 0.01, Tp1 = 0.01, Tz2 = 0.01, Tp2 = 0.01, Tz3 = 0.01, Tp3 = 0.01, Tz4 = 0.01, Tp4 = 0.01, a_q = 0.1684, b_q = 0.0118, Tp5 = 0.00667, Tp6 = 0.00667
GENSAL, idx = "YPS_3", bus = "302", avr = "AVRAC1A", governor = "GOVCONST", pss = "PSSSEA",
	Sn = 100, fn = 50, H = 62.216, D = 0, f = 0, R_s = 0, x_a = 0.008438343834, x_d = 0.1125112511, x_q = 0.101260126, x_dprim = 0.01406390639, x_qprim = 0.101260126, x_dsec = 0.01125112511, x_qsec = 0.01125112511, T_d0prim = 7.5, T_q0prim = 1, T_d0sec = 0.04, T_q0sec = 0.25, KA = 200, TA = 0.05, KE = 1, TE = 1.333, KF = 0.02, TF = 0.8,
	K_stab = 5.96, Tw = 7.5, sgn = 1, Tz1 = 0.05, Tp1 = 0.00667, Tz2 = 0.01, Tp2 = 0.01, Tz3 = 0.01, Tp3 = 0.01, Tz4 = 0.01, Tp4 = 0.01, a_q = 0.5091, b_q = 0.1322, Tp5 = 0.00667, Tp6 = 0.00667
GENROU, idx = "TPS_4", bus = "401", avr = "AVRST1A", governor = "GOVCONST", pss = "PSSSEA",
	Sn = 100, fn = 50, H = 46.2176, D = 0, f = 0, R_s = 0, x_a = 0.01125112511, x_d = 0.1293879388, x_q = 0.09563456346, x_dprim = 0.01687668767, x_qprim = 0.02250225023, x_dsec = 0.01406390639, x_qsec = 0.01406390639, T_d0prim = 5, T_q0prim = 2, T_d0sec = 0.03, T_q0sec = 0.25, KA = 300, TA = 0.1, Tr = 0.001, TB = 40, TC = 4, TB1 = 0.001, TC1 = 0.001,
	K_stab = 7.14, Tw = 7.5, sgn = 1, Tz1 = 0.2083, Tp1 = 0.00667, Tz2 = 0.2083, Tp2 = 0.00667, Tz3 = 0.01, Tp3 = 0.01, Tz4 = 0.01, Tp4 = 0.01, a_q = 0.02, b_q = 0.0001, Tp5 = 0.01, Tp6 = 0.01
GENROU, idx = "CPS_4", bus = "402", avr = "AVRST1A", governor = "GOVCONST", pss = "PSSSEA",
	Sn = 100, fn = 50, H = 29.997, D = 0, f = 0, R_s = 0, x_a = 0.0200020002, x_d = 0.1900190019, x_q = 0.1800180018, x_dprim = 0.0300030003, x_qprim = 0.05500550055, x_dsec = 0.02600260026, x_qsec = 0.02600260026, T_d0prim = 6.5, T_q0prim = 1.4, T_d0sec = 0.035, T_q0sec = 0.04, KA = 300, TA = 0.05, Tr = 0.02, TB = 9.8, TC = 1.52, TB1 = 0.001, TC1 = 0.001,
